customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TenureGroup,TotalRevenue,AverageCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0549-CYCQN,Male,1,0,0,51,1,1,0,1,0,0,0,0,1,79.6,3974.7,0,49+,4059.6,77.94,1,0,1,0,0,0,0
3481-JHUZH,Male,0,1,0,41,1,1,0,1,0,0,0,0,1,80.25,3439.0,0,37-48,3290.25,83.88,1,0,0,0,0,1,0
7250-EQKIY,Female,0,1,1,1,1,0,0,0,1,0,0,0,0,50.45,50.45,1,0-12,50.45,50.45,0,0,0,0,0,0,1
3594-IVHJZ,Female,0,0,0,2,1,0,0,0,0,0,0,0,1,20.45,42.45,0,0-12,40.9,21.23,0,1,0,0,0,0,1
6869-FGJJC,Male,0,0,0,68,1,0,0,1,1,0,0,0,0,79.6,5461.45,0,49+,5412.8,80.32,1,0,1,0,1,0,0
3896-ZVNET,Female,0,1,1,24,1,1,0,0,0,0,0,0,0,24.7,571.75,0,13-24,592.8,23.82,0,1,0,1,0,0,1
8205-VSLRB,Male,0,1,0,70,1,1,1,0,1,1,0,1,0,77.3,5498.2,0,49+,5411.0,78.55,0,0,0,1,1,0,0
5960-MVTUK,Male,0,0,0,3,0,0,0,0,0,1,0,0,1,29.75,96.85,0,0-12,89.25,32.28,0,0,0,0,0,1,0
6817-WTYHE,Male,0,0,0,2,1,0,0,0,0,0,0,0,0,44.9,111.05,0,0-12,89.8,55.52,0,0,0,0,0,0,0
3082-VQXNH,Male,0,1,0,3,0,0,0,1,0,0,0,0,0,29.8,94.4,0,0-12,89.4,31.47,0,0,0,0,1,0,0
4013-UBXWQ,Female,0,0,0,7,1,1,0,0,0,1,1,1,1,74.65,521.1,1,0-12,522.55,74.44,0,0,0,0,0,1,0
4931-TRZWN,Female,0,0,0,13,1,0,1,0,0,0,1,1,1,71.95,923.85,0,13-24,935.35,71.07,0,0,0,0,0,1,0
0750-EKNGL,Male,0,0,0,7,1,0,0,0,0,0,0,0,0,20.75,141.1,0,0-12,145.25,20.16,0,1,0,0,0,0,1
7669-LCRSD,Male,0,1,1,12,1,0,0,0,0,0,1,0,1,56.3,628.65,0,0-12,675.6,52.39,0,0,0,0,0,0,1
3567-PQTSO,Male,0,1,1,53,1,1,0,1,1,0,1,1,1,105.25,5576.3,0,49+,5578.25,105.21,1,0,1,0,0,1,0
5519-NPHVG,Female,0,0,0,12,1,1,0,0,0,0,1,1,1,94.2,1046.1,1,0-12,1130.4,87.17,1,0,0,0,0,1,0
8043-PNYSD,Male,0,1,1,63,1,0,0,0,0,0,0,0,0,19.55,1245.6,0,49+,1231.65,19.77,0,1,0,1,0,0,1
9938-EKRGF,Female,0,0,0,15,1,0,1,1,1,1,1,1,0,84.45,1287.85,0,13-24,1266.75,85.86,0,0,0,0,0,0,1
2703-AMTUL,Male,0,1,1,36,1,0,1,1,0,0,0,0,0,53.65,1939.35,0,25-36,1931.4,53.87,0,0,1,0,0,0,1
0928-JMXNP,Male,1,1,0,4,0,0,0,0,1,0,0,0,1,29.9,118.25,0,0-12,119.6,29.56,0,0,0,0,0,1,0
8173-RXAYP,Female,0,1,1,24,1,0,0,0,0,0,0,0,0,19.7,452.55,0,13-24,472.8,18.86,0,1,0,1,0,0,1
4825-XJGDM,Female,0,0,0,61,0,0,1,1,1,1,0,0,0,43.7,2696.55,0,49+,2665.7,44.21,0,0,1,0,1,0,0
5402-HTOTQ,Male,0,0,0,16,1,1,0,1,0,0,0,0,0,55.3,875.35,0,13-24,884.8,54.71,0,0,0,0,0,1,0
6734-JDTTV,Male,0,1,1,65,1,0,0,0,0,0,0,0,1,19.85,1267.05,0,49+,1290.25,19.49,0,1,0,1,1,0,0
7850-THJMU,Female,0,1,1,26,1,0,0,0,0,0,0,0,0,19.65,494.9,0,25-36,510.9,19.03,0,1,0,1,1,0,0
3890-RTCMS,Male,0,0,0,16,1,0,0,0,0,1,0,0,1,49.45,799.0,0,13-24,791.2,49.94,0,0,0,0,0,0,1
8849-GYOKR,Female,0,1,0,54,1,1,1,1,0,0,1,1,0,106.55,5763.3,1,49+,5753.7,106.73,1,0,1,0,0,0,0
3148-BLQJT,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,20.1,20.1,1,0-12,20.1,20.1,0,1,0,0,0,0,1
3717-FDJFU,Male,0,0,1,5,1,0,0,0,0,0,0,0,0,20.45,106.9,0,0-12,102.25,21.38,0,1,0,1,0,0,1
3665-JATSN,Female,0,0,0,19,0,0,0,1,0,0,0,1,1,39.7,710.05,0,13-24,754.3,37.37,0,0,0,0,0,1,0
7966-YOTQW,Male,0,0,0,10,1,1,1,0,0,0,0,0,1,54.5,568.2,0,0-12,545.0,56.82,0,0,0,0,1,0,0
0461-CVKMU,Female,0,1,1,23,1,0,0,1,1,1,0,0,0,83.8,1900.25,1,13-24,1927.4,82.62,1,0,0,0,0,1,0
8806-EAGWC,Male,0,0,0,3,1,0,0,0,0,0,1,0,0,55.15,159.15,1,0-12,165.45,53.05,0,0,0,0,0,0,1
8853-TZDGH,Female,0,0,0,72,1,1,0,1,1,1,1,1,1,111.6,8012.75,0,49+,8035.2,111.29,1,0,0,1,0,0,0
7779-LGOVN,Male,1,1,0,10,1,1,0,0,0,0,0,1,1,86.65,856.65,1,0-12,866.5,85.66,1,0,0,0,0,1,0
4324-BZCKL,Female,0,1,1,10,1,0,0,1,1,0,0,0,1,55.55,551.3,0,0-12,555.5,55.13,0,0,0,0,0,0,1
6924-TDGMT,Male,0,1,0,11,1,0,0,0,0,0,0,0,1,20.55,184.95,0,0-12,226.05,16.81,0,1,1,0,0,0,1
9710-ZUSHQ,Female,1,0,0,37,1,1,1,1,0,0,1,1,1,106.75,4056.75,1,37-48,3949.75,109.64,1,0,0,0,0,0,0
1536-YHDOE,Male,0,1,1,17,1,1,1,0,0,1,0,0,1,62.1,1096.65,0,13-24,1055.7,64.51,0,0,1,0,0,0,1
8123-QBNAZ,Female,0,1,1,36,1,1,1,0,1,0,1,1,1,104.5,3684.95,0,25-36,3762.0,102.36,1,0,0,0,1,0,0
3629-ZNKXA,Male,1,0,0,17,1,0,0,1,1,0,1,1,1,101.8,1752.45,0,13-24,1730.6,103.09,1,0,0,0,0,1,0
4827-LTQRJ,Female,1,1,1,66,1,1,1,1,0,1,1,1,1,110.6,7210.85,0,49+,7299.6,109.26,1,0,1,0,1,0,0
7711-YIJWC,Male,0,1,1,61,1,0,1,1,1,1,1,1,0,84.9,5264.5,0,49+,5178.9,86.3,0,0,1,0,0,0,0
5482-VXSXJ,Male,0,0,0,22,1,0,0,1,0,0,1,1,1,93.2,2157.3,0,13-24,2050.4,98.06,1,0,0,0,0,0,1
7365-BVCJH,Male,0,0,0,1,0,0,0,0,0,0,0,0,1,24.4,24.4,0,0-12,24.4,24.4,0,0,0,0,0,1,0
9620-ENEJV,Female,0,0,0,6,1,0,0,0,0,0,0,0,0,70.55,433.95,0,0-12,423.3,72.33,1,0,0,0,1,0,0
4183-WCSEP,Male,0,0,0,31,1,0,0,1,0,1,0,0,1,78.45,2435.15,1,25-36,2431.95,78.55,1,0,0,0,0,1,0
2378-YIZKA,Female,0,1,1,68,1,0,1,1,1,1,1,1,1,85.0,5607.75,0,49+,5780.0,82.47,0,0,0,1,1,0,0
5498-TXHLF,Female,0,1,1,34,1,1,0,0,1,0,1,0,0,87.45,2874.15,1,25-36,2973.3,84.53,1,0,0,0,0,1,0
0689-DSXGL,Female,0,1,1,52,1,0,0,1,1,1,0,0,0,85.8,4433.3,0,49+,4461.6,85.26,1,0,0,0,0,0,0
6818-DJXAA,Female,0,0,1,10,1,0,0,0,1,1,1,0,1,91.1,964.35,0,0-12,911.0,96.44,1,0,0,0,0,1,0
9722-UJOJR,Male,0,1,1,29,1,0,0,0,0,0,0,0,1,70.75,1974.8,1,25-36,2051.75,68.1,1,0,0,0,0,1,0
0464-WJTKO,Female,0,1,1,72,1,0,0,0,0,0,0,0,0,20.1,1460.85,0,49+,1447.2,20.29,0,1,0,1,0,0,0
8902-ZEOVF,Male,0,1,1,47,1,0,0,0,0,0,0,0,0,20.05,951.55,0,37-48,942.35,20.25,0,1,1,0,0,0,1
6778-EICRF,Male,0,1,1,24,1,1,1,0,0,0,1,1,0,74.8,1821.2,0,13-24,1795.2,75.88,0,0,1,0,0,0,1
2662-NNTDK,Male,0,0,0,65,1,1,0,0,0,0,0,0,0,24.8,1600.95,0,49+,1612.0,24.63,0,1,1,0,1,0,0
4132-KALRO,Female,0,0,0,4,1,1,0,0,0,1,1,1,1,100.85,399.25,0,0-12,403.4,99.81,1,0,0,0,0,0,1
3902-FOIGH,Male,1,1,0,12,1,1,0,1,0,0,1,1,1,101.35,1218.55,1,0-12,1216.2,101.55,1,0,0,0,0,1,0
6772-KSATR,Male,0,0,0,1,1,1,1,0,0,0,0,0,1,81.7,81.7,1,0-12,81.7,81.7,1,0,0,0,0,1,0
7112-OPOTK,Male,0,0,0,33,1,0,0,0,0,0,0,0,0,68.25,2171.15,1,25-36,2252.25,65.79,1,0,0,0,0,1,0
2874-YXVVA,Female,0,0,0,34,1,0,0,1,1,1,1,1,1,105.1,3634.8,0,25-36,3573.4,106.91,1,0,0,0,0,1,0
1245-HARPS,Female,0,1,0,14,1,0,0,0,0,0,0,0,0,20.4,292.4,0,13-24,285.6,20.89,0,1,0,1,0,0,1
4210-QFJMF,Female,0,0,0,4,1,0,0,0,0,0,0,1,1,79.15,317.25,1,0-12,316.6,79.31,1,0,0,0,0,1,0
4323-ELYYB,Male,0,1,1,13,1,0,0,0,0,0,0,0,0,20.0,218.55,0,13-24,260.0,16.81,0,1,1,0,0,0,1
4293-ETKAP,Female,0,1,1,65,1,1,0,1,0,1,1,1,1,79.4,5071.9,0,49+,5161.0,78.03,0,0,0,1,0,0,0
6064-PUPMC,Male,0,1,1,23,1,0,1,0,0,1,0,0,0,57.2,1423.35,0,13-24,1315.6,61.88,0,0,1,0,1,0,0
6504-VBLFL,Male,0,1,0,55,1,0,1,1,1,0,0,0,0,58.6,3068.6,0,49+,3223.0,55.79,0,0,0,1,0,1,0
6322-PJJDJ,Male,0,1,0,49,1,0,0,1,0,0,1,1,1,94.8,4690.65,0,49+,4645.2,95.73,1,0,0,1,0,1,0
0330-BGYZE,Male,0,1,0,60,1,1,0,1,1,0,1,1,0,102.5,6157.6,0,49+,6150.0,102.63,1,0,1,0,0,0,0
1085-LDWAM,Female,0,1,1,69,1,0,0,0,0,0,0,0,1,20.35,1442.65,0,49+,1404.15,20.91,0,1,1,0,1,0,0
7586-ZATGZ,Male,0,0,0,40,1,1,0,0,0,0,1,0,1,84.9,3369.05,0,37-48,3396.0,84.23,1,0,0,0,0,1,0
7197-VOJMM,Male,0,1,0,67,1,0,1,1,0,1,0,1,1,69.2,4671.65,0,49+,4636.4,69.73,0,0,0,1,1,0,0
3318-OSATS,Male,1,0,0,35,1,1,0,0,0,0,1,1,1,95.45,3474.05,1,25-36,3340.75,99.26,1,0,0,0,0,1,0
5828-AVIPD,Male,0,1,1,19,1,1,0,0,0,1,1,1,1,100.95,1875.55,1,13-24,1918.05,98.71,1,0,1,0,0,1,0
1843-TLSGD,Female,0,1,1,13,1,0,0,0,0,0,0,0,0,20.85,272.35,0,13-24,271.05,20.95,0,1,0,1,0,0,1
9626-VFRGG,Female,0,0,1,41,1,1,0,1,0,0,1,0,1,88.5,3645.05,0,37-48,3628.5,88.9,1,0,0,0,0,0,0
7075-BNDVQ,Female,0,0,0,4,0,0,1,0,1,0,0,0,0,35.0,135.75,0,0-12,140.0,33.94,0,0,0,0,0,0,1
9143-CANJF,Female,0,1,1,24,1,0,1,0,0,1,0,0,0,55.15,1319.85,0,13-24,1323.6,54.99,0,0,0,0,0,1,0
7284-BUYEC,Female,0,0,0,5,0,0,0,1,0,0,1,1,1,50.95,229.4,0,0-12,254.75,45.88,0,0,0,0,1,0,0
2041-JIJCI,Female,0,0,0,5,1,1,0,1,0,0,0,1,1,64.0,370.25,0,0-12,320.0,74.05,0,0,0,0,0,1,0
1086-LXKFY,Female,0,1,1,1,1,0,0,0,0,0,0,0,1,69.1,69.1,1,0-12,69.1,69.1,1,0,0,0,0,0,1
4900-MSOMT,Female,0,1,1,72,1,1,1,1,1,1,1,0,0,80.2,5714.2,0,49+,5774.4,79.36,0,0,0,1,0,0,0
2229-VWQJH,Female,0,0,0,24,1,0,0,0,1,0,0,0,1,49.3,1233.25,0,13-24,1183.2,51.39,0,0,0,0,1,0,0
9194-GFVOI,Female,0,1,0,42,1,1,1,0,1,1,1,1,0,84.35,3571.6,0,37-48,3542.7,85.04,0,0,0,1,1,0,0
1336-EZFZY,Female,0,0,0,4,1,0,0,0,0,0,0,0,0,20.05,83.3,0,0-12,80.2,20.82,0,1,0,0,0,0,1
4282-MSACW,Male,0,0,0,68,1,1,1,1,1,1,1,1,1,117.2,8035.95,0,49+,7969.6,118.18,1,0,1,0,1,0,0
1403-LKLIK,Female,0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,579.4,0,25-36,663.3,17.56,0,1,1,0,0,0,1
2636-ALXXZ,Female,1,0,0,1,1,0,0,0,0,0,0,0,1,69.6,69.6,1,0-12,69.6,69.6,1,0,0,0,0,1,0
7774-OJSXI,Male,0,0,0,31,1,1,0,1,1,0,1,1,1,103.45,3066.45,1,25-36,3206.95,98.92,1,0,1,0,0,1,0
7786-WBJYI,Female,0,0,0,4,1,1,0,1,0,0,0,0,0,77.95,305.55,1,0-12,311.8,76.39,1,0,0,0,0,0,0
0136-IFMYD,Male,1,1,0,69,1,1,0,1,1,1,1,1,1,109.95,7634.25,0,49+,7586.55,110.64,1,0,0,1,0,1,0
5144-TVGLP,Male,1,0,0,38,1,1,0,0,0,0,1,1,0,94.75,3653.0,0,37-48,3600.5,96.13,1,0,0,0,0,1,0
9643-AVVWI,Female,0,1,1,3,1,0,0,1,0,1,0,0,1,80.0,241.3,0,0-12,240.0,80.43,1,0,0,0,0,1,0
0253-ZTEOB,Female,0,1,1,48,1,1,0,1,0,1,1,1,0,79.65,3870.3,0,37-48,3823.2,80.63,0,0,0,1,0,1,0
2706-QZIHY,Female,0,1,0,15,1,1,0,0,0,0,0,0,0,25.2,387.9,0,13-24,378.0,25.86,0,1,0,1,0,0,1
6061-PQHMK,Female,0,0,0,25,1,0,0,0,0,0,0,0,0,19.9,527.5,0,25-36,497.5,21.1,0,1,1,0,1,0,0
9885-CSMWE,Female,1,0,0,1,1,0,0,0,0,0,1,0,0,78.45,78.45,1,0-12,78.45,78.45,1,0,0,0,0,1,0
6137-MFAJN,Female,0,0,0,48,0,0,1,1,0,0,1,0,1,44.8,2104.55,0,37-48,2150.4,43.84,0,0,0,0,0,1,0
9122-UMROB,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,20.3,20.3,0,0-12,20.3,20.3,0,1,0,0,0,0,1
4232-JGKIY,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0,0-12,19.2,19.2,0,1,0,0,0,1,0
2402-TAIRZ,Female,0,0,0,37,1,0,0,1,1,0,0,0,0,80.05,3019.1,0,37-48,2961.85,81.6,1,0,1,0,0,1,0
9659-ZTWSM,Male,1,1,0,66,1,1,0,1,1,1,1,1,1,107.35,7051.95,0,49+,7085.1,106.85,1,0,1,0,0,0,0
9139-TWBAS,Female,0,1,0,26,0,0,1,1,1,0,1,0,0,47.85,1190.5,0,25-36,1244.1,45.79,0,0,1,0,0,0,0
6685-GBWJZ,Male,0,1,0,63,1,0,1,1,0,1,1,0,0,70.8,4448.8,0,49+,4460.4,70.62,0,0,1,0,1,0,0
5016-ETTFF,Male,0,0,0,10,0,0,0,0,1,0,0,0,0,29.5,255.25,1,0-12,295.0,25.52,0,0,0,0,0,0,1
3866-MDTUB,Female,0,0,0,2,1,0,1,0,0,0,1,1,1,70.75,146.9,1,0-12,141.5,73.45,0,0,0,0,0,1,0
2195-VVRJF,Male,1,1,0,18,1,0,1,0,0,0,0,1,1,59.1,1011.05,0,13-24,1063.8,56.17,0,0,0,0,1,0,0
3913-RDSJZ,Female,0,1,0,64,1,1,0,0,0,0,0,0,0,25.55,1714.95,0,49+,1635.2,26.8,0,1,0,1,0,0,1
8058-JMEQO,Female,1,0,0,9,1,1,0,0,0,0,0,1,1,84.45,762.5,1,0-12,760.05,84.72,1,0,0,0,0,1,0
4203-QGNZA,Female,0,0,1,28,1,0,0,0,0,0,0,0,0,20.25,535.35,0,25-36,567.0,19.12,0,1,0,0,0,0,1
5043-TRZWM,Female,0,0,0,1,1,0,0,0,1,0,0,0,0,75.55,75.55,0,0-12,75.55,75.55,1,0,0,0,0,1,0
0697-ZMSWS,Male,0,0,0,4,1,1,0,0,0,0,0,1,1,85.65,338.9,1,0-12,342.6,84.72,1,0,0,0,0,1,0
7657-DYEPJ,Male,1,0,0,38,1,0,0,1,1,1,1,0,1,70.15,2497.35,1,37-48,2665.7,65.72,0,0,1,0,1,0,0
9494-BDNNC,Male,0,1,0,66,1,1,0,1,1,0,0,1,0,95.3,6273.4,0,49+,6289.8,95.05,1,0,1,0,0,1,0
1640-PLFMP,Female,0,0,0,1,1,0,0,0,0,0,0,0,1,70.25,70.25,0,0-12,70.25,70.25,1,0,0,0,0,1,0
5366-OBVMR,Female,0,1,0,18,1,0,0,0,0,1,0,0,1,50.3,908.75,0,13-24,905.4,50.49,0,0,0,0,0,0,1
8276-MQBYC,Male,1,0,0,51,1,1,0,0,1,0,1,1,1,97.8,4913.3,1,49+,4987.8,96.34,1,0,0,0,0,1,0
7593-XFKDI,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,46.3,46.3,1,0-12,46.3,46.3,0,0,0,0,0,0,1
4573-JKNAE,Male,0,0,1,12,1,0,0,0,0,0,0,0,0,19.35,212.3,0,0-12,232.2,17.69,0,1,0,1,0,0,0
0337-CNPZE,Female,0,0,0,41,1,1,0,1,1,0,1,1,1,106.3,4443.45,1,37-48,4358.3,108.38,1,0,0,0,0,1,0
9817-APLHW,Male,0,0,0,12,1,1,0,0,0,0,0,0,0,25.0,316.2,0,0-12,300.0,26.35,0,1,0,0,0,1,0
8380-MQINP,Female,0,1,1,55,1,0,0,0,0,0,0,0,0,20.3,1079.05,0,49+,1116.5,19.62,0,1,0,1,0,0,1
0840-DFEZH,Female,0,0,0,7,1,1,0,0,0,0,0,0,1,75.35,564.65,0,0-12,527.45,80.66,1,0,0,0,0,1,0
1513-XNPPH,Female,0,0,0,12,1,0,0,0,1,1,0,1,1,89.4,1095.65,1,0-12,1072.8,91.3,1,0,0,0,0,1,0
8690-ZVLCL,Female,0,1,1,68,1,1,1,1,1,1,1,1,0,88.0,6161.9,0,49+,5984.0,90.62,0,0,0,1,1,0,0
6015-VVHHE,Female,1,0,0,5,1,1,0,0,0,0,1,0,1,83.15,446.05,1,0-12,415.75,89.21,1,0,0,0,1,0,0
1125-SNVCK,Female,1,0,0,49,1,0,0,0,0,0,0,0,0,43.8,2106.05,0,49+,2146.2,42.98,0,0,0,0,0,0,1
0384-LPITE,Male,0,0,0,40,0,0,1,1,1,0,1,1,0,62.05,2511.55,0,37-48,2482.0,62.79,0,0,1,0,1,0,0
4616-EWBNJ,Female,0,0,0,16,1,0,0,0,0,0,0,0,0,20.1,318.6,0,13-24,321.6,19.91,0,1,1,0,0,0,0
6347-DCUIK,Male,0,0,0,10,1,1,0,0,0,0,0,0,1,74.15,811.8,1,0-12,741.5,81.18,1,0,0,0,0,0,1
1335-HQMKX,Female,0,1,0,72,1,1,0,1,1,0,1,1,1,101.35,7323.15,0,49+,7297.2,101.71,1,0,1,0,0,1,0
2545-EBUPK,Female,1,0,0,2,1,1,0,0,0,0,0,1,1,84.05,186.05,0,0-12,168.1,93.03,1,0,0,0,0,1,0
6923-AQONU,Male,0,1,1,23,1,0,0,0,0,0,0,0,0,20.9,454.0,0,13-24,480.7,19.74,0,1,0,1,0,0,1
2172-EJXVF,Female,1,0,0,71,1,1,0,1,1,0,1,1,1,105.9,7521.95,0,49+,7518.9,105.94,1,0,1,0,0,1,0
0897-FEGMU,Female,0,1,0,11,1,1,0,0,1,0,1,1,1,99.5,1056.95,1,0-12,1094.5,96.09,1,0,0,0,0,1,0
7663-RGWBC,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,44.15,44.15,1,0-12,44.15,44.15,0,0,0,0,0,0,1
1120-BMWUB,Female,0,0,0,16,1,0,0,1,0,1,0,0,1,53.9,834.15,1,13-24,862.4,52.13,0,0,0,0,0,0,1
9124-LHCJQ,Female,0,0,0,1,1,1,0,0,0,0,0,1,1,85.45,85.45,1,0-12,85.45,85.45,1,0,0,0,0,0,1
4536-PLEQY,Male,0,1,0,12,1,0,0,1,0,0,0,1,1,85.05,999.8,0,0-12,1020.6,83.32,1,0,0,0,1,0,0
7029-IJEJK,Female,0,0,0,54,0,0,1,0,0,1,0,1,0,44.1,2369.7,0,49+,2381.4,43.88,0,0,1,0,0,0,0
8871-JLMHM,Female,0,1,0,68,1,1,0,1,1,1,0,0,0,90.2,6297.65,0,49+,6133.6,92.61,1,0,0,1,1,0,0
2235-ZGKPT,Female,0,1,1,4,1,1,0,0,0,0,0,0,0,50.85,239.55,1,0-12,203.4,59.89,0,0,0,0,0,0,1
3891-PUQOD,Female,0,0,1,1,1,0,0,0,1,0,0,1,0,59.2,59.2,1,0-12,59.2,59.2,0,0,0,0,0,1,0
5447-VYTKW,Male,0,0,0,27,1,0,1,0,0,1,0,0,0,53.45,1461.45,0,25-36,1443.15,54.13,0,0,0,0,0,0,1
3623-FQBOX,Male,0,0,0,21,1,0,0,0,0,0,0,0,1,19.95,416.4,0,13-24,418.95,19.83,0,1,0,0,0,0,1
0689-NKYLF,Male,0,0,0,13,1,0,0,0,1,0,1,0,1,83.2,1060.6,1,13-24,1081.6,81.58,1,0,0,0,0,1,0
8659-HDIYE,Female,1,0,0,64,1,1,0,1,1,1,0,1,0,74.65,4869.35,0,49+,4777.6,76.08,0,0,0,0,1,0,0
3658-KIBGF,Female,0,0,0,1,1,0,1,1,0,0,0,0,1,54.9,54.9,1,0-12,54.9,54.9,0,0,0,0,0,1,0
3474-BAFSJ,Male,0,1,0,57,0,0,0,1,1,1,1,1,1,57.5,3265.95,0,49+,3277.5,57.3,0,0,0,1,0,0,0
5519-YLDGW,Female,0,1,0,21,1,1,1,0,1,0,1,1,1,103.9,2254.2,1,13-24,2181.9,107.34,1,0,0,0,0,1,0
3865-ZFZIB,Male,0,0,0,19,1,0,0,0,0,0,0,0,0,19.65,358.15,0,13-24,373.35,18.85,0,1,0,1,0,0,1
1855-AGAWH,Male,0,1,0,31,1,0,0,0,1,0,1,1,1,93.8,2939.8,0,25-36,2907.8,94.83,1,0,1,0,0,1,0
7109-CQYUZ,Male,0,0,0,52,1,1,1,1,1,1,1,1,1,89.25,4652.4,0,49+,4641.0,89.47,0,0,0,1,0,0,1
1370-GGAWX,Female,0,0,0,46,1,1,0,1,1,0,0,1,1,94.15,4408.45,0,37-48,4330.9,95.84,1,0,1,0,0,1,0
4680-KUTAJ,Female,1,0,0,11,1,1,1,0,0,0,0,0,1,55.6,580.8,0,0-12,611.6,52.8,0,0,0,0,0,1,0
5307-UVGNB,Female,0,1,1,53,0,0,1,1,1,0,0,1,1,48.7,2495.2,0,49+,2581.1,47.08,0,0,0,0,0,0,0
4946-EDSEW,Female,0,1,1,11,1,0,0,0,0,0,0,0,1,19.25,180.3,1,0-12,211.75,16.39,0,1,0,0,0,0,1
2883-ILGWO,Male,1,0,0,57,1,1,0,1,0,1,1,1,1,104.9,5913.95,0,49+,5979.3,103.75,1,0,0,0,0,0,0
2516-VQRRV,Female,1,0,0,2,1,1,0,0,0,0,0,0,1,75.45,158.4,1,0-12,150.9,79.2,1,0,0,0,0,0,1
7580-UGXNC,Female,1,0,0,2,1,0,1,1,0,0,0,0,0,54.85,104.2,1,0-12,109.7,52.1,0,0,0,0,0,0,1
3642-BYHDO,Female,0,1,1,71,1,0,0,0,0,0,0,0,0,19.9,1389.35,0,49+,1412.9,19.57,0,1,0,1,0,0,0
9629-NHXFW,Female,0,1,1,1,1,0,0,0,0,0,0,0,1,19.4,19.4,0,0-12,19.4,19.4,0,1,0,0,0,0,1
2696-RZVZW,Male,0,1,0,68,1,1,0,0,0,0,0,0,0,25.05,1629.2,0,49+,1703.4,23.96,0,1,0,1,1,0,0
5766-FTRTS,Male,0,1,0,72,1,0,1,1,1,1,1,1,0,84.45,6033.1,0,49+,6080.4,83.79,0,0,0,1,0,0,1
0396-HUJBP,Female,0,0,0,2,1,0,0,0,0,0,0,0,0,19.3,44.4,0,0-12,38.6,22.2,0,1,0,0,0,0,1
5178-LMXOP,Male,1,1,0,1,1,1,0,0,0,0,1,1,1,95.1,95.1,1,0-12,95.1,95.1,1,0,0,0,0,1,0
8879-ZKJOF,Female,0,0,0,41,1,0,1,0,1,1,1,1,1,79.85,3320.75,0,37-48,3273.85,80.99,0,0,1,0,0,0,0
6285-FTQBF,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,25.55,1867.7,0,49+,1839.6,25.94,0,1,0,1,1,0,0
8185-UPYBR,Male,0,1,0,6,1,1,0,0,0,0,0,0,1,75.5,438.0,1,0-12,453.0,73.0,1,0,0,0,0,1,0
4585-HETAI,Female,0,1,1,4,1,0,0,0,1,0,0,0,1,73.75,325.45,1,0-12,295.0,81.36,1,0,0,0,0,1,0
7526-BEZQB,Male,0,0,0,12,1,1,0,0,0,0,1,1,1,96.05,1148.1,1,0-12,1152.6,95.67,1,0,0,0,0,1,0
1474-JUWSM,Female,0,1,0,58,1,1,1,0,0,1,0,1,1,68.4,3972.25,0,49+,3967.2,68.49,0,0,1,0,0,1,0
3530-CRZSB,Female,0,0,0,7,1,0,0,0,0,0,0,0,0,20.65,155.9,0,0-12,144.55,22.27,0,1,0,0,0,0,1
8498-XXGWA,Female,0,1,0,65,1,0,1,0,1,0,0,0,1,55.15,3673.15,0,49+,3584.75,56.51,0,0,0,0,0,0,1
9617-INGJY,Male,0,0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,0,0-12,70.6,70.6,1,0,0,0,0,0,1
0621-TSSMU,Male,0,1,0,56,1,0,0,0,0,0,0,0,0,19.95,1126.75,0,49+,1117.2,20.12,0,1,1,0,1,0,0
7234-KMNRQ,Male,0,0,0,4,1,0,0,0,0,0,0,0,0,19.0,73.45,0,0-12,76.0,18.36,0,1,0,0,0,0,1
7636-PEPNS,Female,0,1,1,58,1,0,0,0,0,0,0,0,1,44.1,2413.05,0,49+,2557.8,41.6,0,0,1,0,0,0,1
4683-WYDOU,Male,0,1,0,62,1,1,0,0,1,1,1,1,1,107.6,6912.7,0,49+,6671.2,111.5,1,0,0,1,0,0,0
9052-DHNKM,Male,0,0,0,26,1,1,1,1,0,0,0,0,0,61.55,1581.95,0,25-36,1600.3,60.84,0,0,1,0,0,1,0
6794-HKIAJ,Male,0,0,0,62,1,1,1,1,1,0,0,0,0,90.7,5586.45,0,49+,5623.4,90.1,1,0,0,0,0,0,0
5578-NKCXI,Female,0,1,1,58,1,0,1,1,0,0,1,1,0,99.25,5846.65,0,49+,5756.5,100.8,1,0,1,0,1,0,0
1642-HMARX,Female,0,1,0,68,1,1,1,1,1,1,1,1,1,91.7,6424.7,0,49+,6235.6,94.48,0,0,0,1,0,1,0
3096-WPXBT,Female,0,1,1,61,1,1,1,1,1,0,0,1,1,100.7,6018.65,0,49+,6142.7,98.67,1,0,1,0,1,0,0
